fecha_venta,familia,articulo,cantidad,media_cantidad,std_cantidad,zscore_cantidad
2022-01-23,BOLLERIA,3880,351.0,150.66176470588235,57.766105347358554,3.468093167947637
2022-10-02,BOLLERIA,3880,342.0,150.66176470588235,57.766105347358554,3.312292461878199
2022-10-16,BOLLERIA,3880,333.0,150.66176470588235,57.766105347358554,3.156491755808761
2022-10-23,BOLLERIA,3880,324.0,150.66176470588235,57.766105347358554,3.000691049739323
2022-11-06,BOLLERIA,3880,354.0,150.66176470588235,57.766105347358554,3.5200267366374494
2022-11-13,BOLLERIA,3880,324.0,150.66176470588235,57.766105347358554,3.000691049739323
2022-11-20,BOLLERIA,3880,342.0,150.66176470588235,57.766105347358554,3.312292461878199
2023-01-15,BOLLERIA,3880,324.0,150.66176470588235,57.766105347358554,3.000691049739323
2023-01-22,BOLLERIA,3880,435.0,150.66176470588235,57.766105347358554,4.922233091262392
2023-01-29,BOLLERIA,3880,435.0,150.66176470588235,57.766105347358554,4.922233091262392
2023-02-05,BOLLERIA,3880,354.0,150.66176470588235,57.766105347358554,3.5200267366374494
2023-02-19,BOLLERIA,3880,360.0,150.66176470588235,57.766105347358554,3.623893874017075
2023-02-26,BOLLERIA,3880,351.0,150.66176470588235,57.766105347358554,3.468093167947637
2023-02-28,BOLLERIA,3880,372.0,150.66176470588235,57.766105347358554,3.8316281487763253
2023-03-19,BOLLERIA,3880,369.0,150.66176470588235,57.766105347358554,3.7796945800865127
2021-05-23,BOLLERIA,3960,453.0,244.16711229946523,68.86251276230907,3.032606266073354
2021-07-11,BOLLERIA,3960,459.0,244.16711229946523,68.86251276230907,3.1197364005880504
2022-05-01,BOLLERIA,3960,465.0,244.16711229946523,68.86251276230907,3.2068665351027468
2022-10-02,BOLLERIA,3960,546.0,244.16711229946523,68.86251276230907,4.383123351051151
2022-10-09,BOLLERIA,3960,492.0,244.16711229946523,68.86251276230907,3.5989521404188816
2023-01-22,BOLLERIA,3960,456.0,244.16711229946523,68.86251276230907,3.076171333330702
2023-01-29,BOLLERIA,3960,534.0,244.16711229946523,68.86251276230907,4.208863082021758
2023-02-26,BOLLERIA,3960,507.0,244.16711229946523,68.86251276230907,3.8167774767056235
2023-02-28,BOLLERIA,3960,486.0,244.16711229946523,68.86251276230907,3.511822005904185
2021-05-01,BOLLERIA,5803,237.0,82.08696644290181,45.00380479769323,3.4422208134063945
2021-05-02,BOLLERIA,5803,261.0,82.08696644290181,45.00380479769323,3.975509056653556
2021-05-23,BOLLERIA,5803,282.0,82.08696644290181,45.00380479769323,4.4421362694948225
2022-01-16,BOLLERIA,5803,219.0,82.08696644290181,45.00380479769323,3.042254630971023
2022-01-23,BOLLERIA,5803,267.0,82.08696644290181,45.00380479769323,4.108831117465346
2022-01-30,BOLLERIA,5803,237.0,82.08696644290181,45.00380479769323,3.4422208134063945
2022-02-20,BOLLERIA,5803,228.0,82.08696644290181,45.00380479769323,3.2422377221887086
2022-02-27,BOLLERIA,5803,228.0,82.08696644290181,45.00380479769323,3.2422377221887086
2022-10-09,BOLLERIA,5803,219.0,82.08696644290181,45.00380479769323,3.042254630971023
2022-10-12,BOLLERIA,5803,258.0,82.08696644290181,45.00380479769323,3.908848026247661
2022-10-16,BOLLERIA,5803,249.0,82.08696644290181,45.00380479769323,3.708864935029975
2022-11-13,BOLLERIA,5803,261.0,82.08696644290181,45.00380479769323,3.975509056653556
2023-02-19,BOLLERIA,5803,228.0,82.08696644290181,45.00380479769323,3.2422377221887086
2023-02-28,BOLLERIA,5803,255.0,82.08696644290181,45.00380479769323,3.8421869958417654
2023-03-19,BOLLERIA,5803,243.0,82.08696644290181,45.00380479769323,3.5755428742181845
2021-11-21,BOLLERIA,6286,264.0,100.04950134108597,48.668410657332686,3.368725143158383
2022-01-30,BOLLERIA,6286,309.0,100.04950134108597,48.668410657332686,4.293349543096951
2022-02-06,BOLLERIA,6286,279.0,100.04950134108597,48.668410657332686,3.676933276471239
2022-02-13,BOLLERIA,6286,252.0,100.04950134108597,48.668410657332686,3.1221586365080984
2022-02-28,BOLLERIA,6286,270.0,100.04950134108597,48.668410657332686,3.4920083964835253
2022-03-06,BOLLERIA,6286,261.54000091552734,100.04950134108597,48.668410657332686,3.318179028106606
2022-03-20,BOLLERIA,6286,255.0,100.04950134108597,48.668410657332686,3.1838002631706694
2022-11-01,BOLLERIA,6286,276.0,100.04950134108597,48.668410657332686,3.615291649808668
2022-11-20,BOLLERIA,6286,282.0,100.04950134108597,48.668410657332686,3.73857490313381
2023-01-22,BOLLERIA,6286,258.0,100.04950134108597,48.668410657332686,3.245441889833241
2023-01-29,BOLLERIA,6286,300.0,100.04950134108597,48.668410657332686,4.108424663109237
2023-02-05,BOLLERIA,6286,291.0,100.04950134108597,48.668410657332686,3.9234997831215233
2023-02-12,BOLLERIA,6286,372.0,100.04950134108597,48.668410657332686,5.587823703010945
2023-02-19,BOLLERIA,6286,297.0,100.04950134108597,48.668410657332686,4.046783036446666
2023-02-28,BOLLERIA,6286,282.0,100.04950134108597,48.668410657332686,3.73857490313381
2023-03-05,BOLLERIA,6286,279.0,100.04950134108597,48.668410657332686,3.676933276471239
2023-03-12,BOLLERIA,6286,297.0,100.04950134108597,48.668410657332686,4.046783036446666
2021-10-03,BOLLERIA,6425,42.76200067996979,16.303293186697456,8.29581897441898,3.189402706937134
2021-11-14,BOLLERIA,6425,45.539998948574066,16.303293186697456,8.29581897441898,3.5242699788931064
2022-01-29,BOLLERIA,6425,41.493000507354736,16.303293186697456,8.29581897441898,3.0364340637533633
2022-05-01,BOLLERIA,6425,49.028999745845795,16.303293186697456,8.29581897441898,3.944843379545944
2022-07-15,BOLLERIA,6425,45.19200021028519,16.303293186697456,8.29581897441898,3.482321288913013
2022-07-17,BOLLERIA,6425,43.841999650001526,16.303293186697456,8.29581897441898,3.3195886443788774
2022-08-06,BOLLERIA,6425,46.37399983406067,16.303293186697456,8.29581897441898,3.624802655420684
2022-12-31,BOLLERIA,6425,59.016000509262085,16.303293186697456,8.29581897441898,5.148702913392119
2023-04-15,BOLLERIA,6425,42.021000266075134,16.303293186697456,8.29581897441898,3.1000805536717837
2021-11-28,PANADERIA,417,120.0,70.17513368983957,16.603900184016744,3.000792931658483
2021-12-31,PANADERIA,417,120.0,70.17513368983957,16.603900184016744,3.000792931658483
2022-01-15,PANADERIA,417,129.0,70.17513368983957,16.603900184016744,3.5428342532910704
2022-08-08,PANADERIA,417,123.0,70.17513368983957,16.603900184016744,3.181473372202679
2022-08-29,PANADERIA,417,129.0,70.17513368983957,16.603900184016744,3.5428342532910704
2022-12-06,PANADERIA,417,135.0,70.17513368983957,16.603900184016744,3.9041951343794623
2022-12-14,PANADERIA,417,12.0,70.17513368983957,16.603900184016744,-3.5037029279325678
2022-12-19,PANADERIA,417,15.0,70.17513368983957,16.603900184016744,-3.323022487388372
2022-12-31,PANADERIA,417,168.0,70.17513368983957,16.603900184016744,5.891679980365617
2021-06-10,PANADERIA,900,945.0,439.668449197861,167.14097079113418,3.023385280163419
2021-06-26,PANADERIA,900,1065.0,439.668449197861,167.14097079113418,3.7413421008758974
2021-06-27,PANADERIA,900,999.0,439.668449197861,167.14097079113418,3.346465849484034
2021-07-25,PANADERIA,900,972.0,439.668449197861,167.14097079113418,3.1849255648237262
2021-12-06,PANADERIA,900,966.0,439.668449197861,167.14097079113418,3.149027723788102
2021-12-08,PANADERIA,900,1017.0,439.668449197861,167.14097079113418,3.454159372590906
2022-03-12,PANADERIA,900,1083.0,439.668449197861,167.14097079113418,3.849035623982769
2022-08-21,PANADERIA,900,1110.0,439.668449197861,167.14097079113418,4.0105759086430774
2021-07-11,PANADERIA,968,519.0,261.9982499974297,80.75033839695884,3.1826708730207542
2021-07-18,PANADERIA,968,534.0,261.9982499974297,80.75033839695884,3.3684286085024535
2021-12-24,PANADERIA,968,519.0,261.9982499974297,80.75033839695884,3.1826708730207542
2021-12-25,PANADERIA,968,678.0,261.9982499974297,80.75033839695884,5.151702869126768
2021-12-31,PANADERIA,968,549.0,261.9982499974297,80.75033839695884,3.554186343984153
2022-01-01,PANADERIA,968,870.0,261.9982499974297,80.75033839695884,7.529401883292523
2022-01-06,PANADERIA,968,531.0,261.9982499974297,80.75033839695884,3.3312770614061136
2022-01-23,PANADERIA,968,555.0,261.9982499974297,80.75033839695884,3.6284894381768327
2022-12-25,PANADERIA,968,711.0,261.9982499974297,80.75033839695884,5.560369887186507
2023-01-01,PANADERIA,968,681.0,261.9982499974297,80.75033839695884,5.1888544162231085
2023-02-05,PANADERIA,968,591.0,261.9982499974297,80.75033839695884,4.074308003332911
2021-10-17,PANADERIA,1043,387.0,184.9670374329715,63.632847486774885,3.1749791270776933
2021-12-24,PANADERIA,1043,450.0,184.9670374329715,63.632847486774885,4.16503383134177
2021-12-25,PANADERIA,1043,420.0,184.9670374329715,63.632847486774885,3.6935792102636382
2021-12-31,PANADERIA,1043,504.0,184.9670374329715,63.632847486774885,5.013652149282406
2022-01-01,PANADERIA,1043,549.0,184.9670374329715,63.632847486774885,5.720834080899604
2022-12-24,PANADERIA,1043,522.0,184.9670374329715,63.632847486774885,5.296524921929286
2022-12-25,PANADERIA,1043,501.0,184.9670374329715,63.632847486774885,4.9665066871745935
2022-12-31,PANADERIA,1043,411.0,184.9670374329715,63.632847486774885,3.5521428239401986
2023-01-01,PANADERIA,1043,594.0,184.9670374329715,63.632847486774885,6.428016012516802
2023-01-06,PANADERIA,1043,381.0,184.9670374329715,63.632847486774885,3.080688202862067
2023-04-30,PANADERIA,1043,384.0,184.9670374329715,63.632847486774885,3.12783366496988
2021-10-17,PANADERIA,1084,600.0,345.9387673821679,79.79381712417198,3.1839714125027014
2021-12-13,PANADERIA,1084,624.0,345.9387673821679,79.79381712417198,3.4847465961569957
2022-04-18,PANADERIA,1084,600.0,345.9387673821679,79.79381712417198,3.1839714125027014
2022-06-19,PANADERIA,1084,699.0,345.9387673821679,79.79381712417198,4.424669045076666
2021-06-12,PASTELERIA,5403,67.86000061035156,14.346346354707727,11.621611328354023,4.604667351512866
2021-07-18,PASTELERIA,5403,52.79999923706055,14.346346354707727,11.621611328354023,3.308805620485248
2021-07-31,PASTELERIA,5403,62.21999955177307,14.346346354707727,11.621611328354023,4.119364505011864
2021-09-25,PASTELERIA,5403,57.1560001373291,14.346346354707727,11.621611328354023,3.683624634578494
2021-10-09,PASTELERIA,5403,74.55000019073486,14.346346354707727,11.621611328354023,5.180318988051533
2021-12-04,PASTELERIA,5403,49.35000038146973,14.346346354707727,11.621611328354023,3.0119449909119953
2021-12-24,PASTELERIA,5403,53.610000133514404,14.346346354707727,11.621611328354023,3.3785034337719173
2021-12-31,PASTELERIA,5403,61.649999380111694,14.346346354707727,11.621611328354023,4.070317935172559
2022-03-19,PASTELERIA,5403,54.75000047683716,14.346346354707727,11.621611328354023,3.4765965734505277
2022-07-16,PASTELERIA,5403,50.10000038146973,14.346346354707727,11.621611328354023,3.076479931791508
2022-09-24,PASTELERIA,5403,49.80000019073486,14.346346354707727,11.621611328354023,3.0506659390276187
2022-12-04,PASTELERIA,5403,53.85000038146973,14.346346354707727,11.621611328354023,3.3991546361890705
2022-12-17,PASTELERIA,5403,49.34999942779541,14.346346354707727,11.621611328354023,3.0119449088515746
2022-12-24,PASTELERIA,5403,52.42500019073486,14.346346354707727,11.621611328354023,3.2765382321059127
2023-03-25,PASTELERIA,5403,53.78999996185303,14.346346354707727,11.621611328354023,3.3939918048121243
2021-05-22,PASTELERIA,5404,53.700000047683716,15.549876940066998,12.061716601488504,3.1629099213712846
2022-05-01,PASTELERIA,5404,56.25,15.549876940066998,12.061716601488504,3.374322611336293
2022-05-21,PASTELERIA,5404,77.40000057220459,15.549876940066998,12.061716601488504,5.127804414216202
2022-09-24,PASTELERIA,5404,65.40000057220459,15.549876940066998,12.061716601488504,4.1329211487182285
2023-01-28,PASTELERIA,5404,67.5,15.549876940066998,12.061716601488504,4.307025672740643
2023-02-04,PASTELERIA,5404,56.10000038146973,15.549876940066998,12.061716601488504,3.3618866021440557
2023-02-11,PASTELERIA,5404,63.29999923706055,15.549876940066998,12.061716601488504,3.958816466563378
2023-04-15,PASTELERIA,5404,52.19999933242798,15.549876940066998,12.061716601488504,3.0385494538843743
2023-04-29,PASTELERIA,5404,72.00000143051147,15.549876940066998,12.061716601488504,4.680107015901711
2021-10-10,PASTELERIA,6451,33.0,9.55259643994736,6.0503764302598455,3.8753627696261614
2021-12-12,PASTELERIA,6451,30.0,9.55259643994736,6.0503764302598455,3.3795258519434777
2022-02-13,PASTELERIA,6451,28.5,9.55259643994736,6.0503764302598455,3.131607393102136
2022-02-20,PASTELERIA,6451,30.0,9.55259643994736,6.0503764302598455,3.3795258519434777
2022-04-30,PASTELERIA,6451,36.60000038146973,9.55259643994736,6.0503764302598455,4.470367133894306
2022-05-01,PASTELERIA,6451,30.0,9.55259643994736,6.0503764302598455,3.3795258519434777
2022-09-11,PASTELERIA,6451,33.0,9.55259643994736,6.0503764302598455,3.8753627696261614
2022-09-18,PASTELERIA,6451,33.0,9.55259643994736,6.0503764302598455,3.8753627696261614
2022-10-22,PASTELERIA,6451,36.0,9.55259643994736,6.0503764302598455,4.371199687308845
2022-11-13,PASTELERIA,6451,36.0,9.55259643994736,6.0503764302598455,4.371199687308845
2023-04-23,PASTELERIA,6451,30.0,9.55259643994736,6.0503764302598455,3.3795258519434777
2021-05-02,PASTELERIA,6523,36.0,10.121459226922076,6.356957935147898,4.070900112456989
2022-04-30,PASTELERIA,6523,33.0,10.121459226922076,6.356957935147898,3.5989762723741605
2022-05-01,PASTELERIA,6523,30.0,10.121459226922076,6.356957935147898,3.1270524322913325
2022-09-11,PASTELERIA,6523,30.0,10.121459226922076,6.356957935147898,3.1270524322913325
2022-10-16,PASTELERIA,6523,30.0,10.121459226922076,6.356957935147898,3.1270524322913325
2022-10-30,PASTELERIA,6523,30.0,10.121459226922076,6.356957935147898,3.1270524322913325
2022-11-06,PASTELERIA,6523,30.0,10.121459226922076,6.356957935147898,3.1270524322913325
2022-11-13,PASTELERIA,6523,33.0,10.121459226922076,6.356957935147898,3.5989762723741605
2022-12-06,PASTELERIA,6523,33.0,10.121459226922076,6.356957935147898,3.5989762723741605
2023-01-14,PASTELERIA,6523,29.699999809265137,10.121459226922076,6.356957935147898,3.07986001827894
2023-01-22,PASTELERIA,6523,30.0,10.121459226922076,6.356957935147898,3.1270524322913325
2023-02-19,PASTELERIA,6523,30.0,10.121459226922076,6.356957935147898,3.1270524322913325
2023-03-12,PASTELERIA,6523,42.0,10.121459226922076,6.356957935147898,5.014747792622644
2023-04-08,PASTELERIA,6523,30.0,10.121459226922076,6.356957935147898,3.1270524322913325
2022-12-24,PASTELERIA,6549,57.0,13.010614678400373,8.315473770623447,5.290063625358721
2022-12-31,PASTELERIA,6549,57.0,13.010614678400373,8.315473770623447,5.290063625358721
2023-02-25,PASTELERIA,6549,39.0,13.010614678400373,8.315473770623447,3.1254244843407273
